image_path,prompt,iou,dice
data/dataset1/valid/images/IMG_8218_JPG_jpg.rf.d6d9aaecf1175a3bc8d4c832af03a23d.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.64a8de6a4f93fc9f72522249c226acbd.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8226_JPG_jpg.rf.fa45588d7cefc5fd03e1c89932714c33.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8218_JPG_jpg.rf.da9c8066cf98ade45b3b312b53ab4c57.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8224_JPG_jpg.rf.0232e3d535180568be91cee312e453bc.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8224_JPG_jpg.rf.bbd301ae06b29885f90e94a86e7a3f14.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8226_JPG_jpg.rf.f165ee2cb20ed096bd7fad8f967890ca.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8234_JPG_jpg.rf.a8e78fa4a67e04e4359d572058f1568e.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8224_JPG_jpg.rf.03323dd6eeb4bf6bc159c22bf9bc909f.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8224_JPG_jpg.rf.159c6d9021e7f84b69ee57d7177dc4b7.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8236_JPG_jpg.rf.33377099c1aaddeb6547dcc2117abeff.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8234_JPG_jpg.rf.b96cf88df0ba8b2bb36df5a086edef1e.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8327_JPG_jpg.rf.44c89959d5bd8c48394f839b88e48c50.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8210_JPG_jpg.rf.d17e7a8109297ea15101be6b5c9aeb50.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8255_JPG_jpg.rf.8bfe5b54ff23735c5df87543d98892bb.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8226_JPG_jpg.rf.8a793158f33b227393759bb55230b22e.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/2000x1500_17_resized_jpg.rf.1b4ffa128b4665e784bc70008139297b.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8223_JPG_jpg.rf.0c75c37629809c802f4ee7292ddc49b7.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8226_JPG_jpg.rf.9da4e0bc785d2778d0919026362db582.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8243_JPG_jpg.rf.4558f2c23e77db572d98c7309f9a6f5f.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/2000x1500_24_resized_jpg.rf.fc11869f6906d596c29267c1ff337f4f.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111052-jpg_1500x2000_jpg.rf.35a38a6b9ce6f5839ff517fbf813afce.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_110945-jpg_1500x2000_jpg.rf.c14ee4ccc4decb6d70e2300889085d0a.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_20220627_110945-jpg_1500x2000_jpg.rf.8c1f6e25920e8777cf6a4ae99af3f538.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_20220627_110945-jpg_1500x2000_jpg.rf.705b351fc45ffafa9166bb6e6bb593f1.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.b86369bd2a5891a4cfbcc73f5c34947c.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_47_resized_jpg.rf.4b89e8ff1f7b28680d54e4e13408d792.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_27_resized_jpg.rf.9d82cb42de859e696291dd934e841bf3.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111048-jpg_1500x2000_jpg.rf.fe85288cf3bbeb10f44eda58a6c3cec1.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111655-jpg_1500x2000_jpg.rf.79fe757a01566def58c7810fb49d6253.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/2000x1500_81_resized_jpg.rf.2c26847104b6520509a8a8aff031ed37.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8238_JPG_jpg.rf.5932c62b6b69e64873384164b0947892.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111127-jpg_1500x2000_jpg.rf.6749e94372f5b01727e3518ce2fe617b.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111149-jpg_1500x2000_jpg.rf.d50a5c42cae8bc49b727d779fadb2847.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8241_JPG_jpg.rf.e3ba244a1f2a7c418e5ce9c6b232e05d.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8237_JPG_jpg.rf.d19714b4fc40a7a211771fac281f67d3.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8240_JPG_jpg.rf.5725916c307b2df41fa7e0e7be6747ab.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_110124-jpg_1500x2000_jpg.rf.0891bb506f778c879bc3ea7278c48ee4.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8243_JPG_jpg.rf.d5afa07a31235a13e3ca293bc063d1ae.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_85_resized_jpg.rf.716362d5b991c7dabc8e966adce51fbe.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8213_JPG_jpg.rf.f73824c25fbd2f513f8a1fb49ccf381b.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_85_resized_jpg.rf.013e62b24d1954d6f09944abc39a95c0.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8245_JPG_jpg.rf.40b91a88419306e5a5cc11014212a489.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8216_JPG_jpg.rf.e09d3954e48068e839bffd192bd3dbbc.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_20220627_110124-jpg_1500x2000_jpg.rf.d21909d8c6c690266956e2041243ba8e.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.b0918de90e1e9ab9fe1c69cb12e95d4c.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8245_JPG_jpg.rf.515a436351813f252ccff9c6dce539f7.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8238_JPG_jpg.rf.2d8b15f12d44f457a3296722dff3d80a.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.c1d00bfa5ec303f930bd0af75211c37c.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8238_JPG_jpg.rf.398e8589e56950514671006dfedfe7ed.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8240_JPG_jpg.rf.395fefac33c3480bd3a6b9e14c1962c3.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_9_resized_jpg.rf.79ddcfa6d6d2cdc0b84a69c0328806db.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_85_resized_jpg.rf.ef7a352e6a08aa9931f93dc4fb5ca4d0.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111718-jpg_1500x2000_jpg.rf.f952db801387b7ceeb15b3f3f0e122f1.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.9ef3765953999463bdb7e1d6ba7cfa88.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111716-jpg_1500x2000_jpg.rf.a69b41af3020d522c3f76c8d8e9a97a2.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111655-jpg_1500x2000_jpg.rf.3efbcc697b0968fe98d2247379a7f457.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.918225961b94e9c30c5501b8a22822a6.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8207_JPG_jpg.rf.8b351600878e3160b3f6d96e46450f53.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8203_JPG_jpg.rf.94364be34563d2705c4ab1ad8f367b8b.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111655-jpg_1500x2000_jpg.rf.4d877c895faec330a3a04525b6b305c1.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8208_JPG_jpg.rf.f4cec4f84ce1eca9a63e53433cd93ecd.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111716-jpg_1500x2000_jpg.rf.a96dcbeb216623f8b44081d294901b03.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8202_JPG_jpg.rf.cad84e0374d7ae49e552e70cd8cee436.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.558f13ea054096a67f43fa043270744b.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8208_JPG_jpg.rf.ddb71a755aa7401c1b4f86257ce20934.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8245_JPG_jpg.rf.1e58b15cf97be7b26b9d90cd868b29ce.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8203_JPG_jpg.rf.b63bf3f89e65c5b84e153d868792780b.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111718-jpg_1500x2000_jpg.rf.1acd5e33b9f98e6aba16ba82af982651.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8216_JPG_jpg.rf.6a3db02c02e76b44ec740153905d1287.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8249_JPG_jpg.rf.e0812ccec57b0a4f13741f784fa8652a.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8203_JPG_jpg.rf.14c3f4a7e2e7fa75161f1b8a458b1a5c.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_20220627_111721-jpg_1500x2000_jpg.rf.af96c45871b06b76c5da446475e7e8bd.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8208_JPG_jpg.rf.8f7da14c6a25089adffa080d2b7c6827.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8216_JPG_jpg.rf.9c3d73b65785680163cf19a758941871.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.dcdf5eec62c06c20e72b726a7edcf327.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.358eb48595db9b49177c7beb03385e3a.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8209_JPG_jpg.rf.947545e2277dde2f8e00f6867a594410.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.4cf0ecf5de38386bde3cb9563eff0d54.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.82f7e6f830cc93fbb392064dc4bcc92b.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8216_JPG_jpg.rf.f35838a99e09eb2dfdbca649a9b726fc.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8203_JPG_jpg.rf.80bf58d276f1908bd3888d21da676f12.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8209_JPG_jpg.rf.0dde8a23ddbce04fa7f4cf8e5a30a037.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8209_JPG_jpg.rf.aefd266da6ee480de5e43425c9f2af01.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8275_JPG_jpg.rf.d9dd66e15c741729f16ae6555bc31d39.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8226_JPG_jpg.rf.fb88181bd2d047ecfdcdc608c7cce877.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8319_JPG_jpg.rf.0d1d2b4de9972dd42012e2386e1a5d0c.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.4cc0d1e2e7144930ca842bcd96552f3b.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8275_JPG_jpg.rf.c3e8711f18d890cce49c393dd2688244.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8276_JPG_jpg.rf.508817ede33bd45e8fa896fbdcec0ea4.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8255_JPG_jpg.rf.01a9c2a1d5626fb8dbd97511eeb9f7d0.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8273_JPG_jpg.rf.2c48b276ebdd6322cfbfe4fd98a2d03c.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8307_JPG_jpg.rf.fa0276bb5fc43639c8b516c6befde536.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8228_JPG_jpg.rf.2aa2524cf454feafc796110528e9baad.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8203_JPG_jpg.rf.077a385d45a58639d4824443a573f311.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8305_JPG_jpg.rf.b731af61280070db8d7b53b4e2e078b8.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8275_JPG_jpg.rf.db5553e495f527e0a55200146cc8abbc.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8253_JPG_jpg.rf.8f971861373d68ac6a53004efdb72b13.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8217_JPG_jpg.rf.e62fc5189b1cf6165dc109094e0691aa.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8289_JPG_jpg.rf.4f1fc5a545d50f2172790e430920076e.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8221_JPG_jpg.rf.79360b1329a42c7b4b06076d7c356895.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8318_JPG_jpg.rf.180d4fb24ad14ecd4f8bca4ef4d83242.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8276_JPG_jpg.rf.ea0d26c98cf903400a8136827a538977.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8221_JPG_jpg.rf.a1c6451fc17a9b7dfac93a881db3a16d.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8308_JPG_jpg.rf.bc4b334faf6a0db2b0dded2126c31363.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8258_JPG_jpg.rf.d1798b992c81f50ee955033b93262edd.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8220_JPG_jpg.rf.bc768f1a5c9064722e45d3dcf9e63a51.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8237_JPG_jpg.rf.a6d6c7d7ef6e619617cc3cbfd7af03b2.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8306_JPG_jpg.rf.115f875dedeb3e23eec740015e3281b0.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8264_JPG_jpg.rf.d4fb8d7450bb0e0f961b0ae574288976.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8220_JPG_jpg.rf.500ea65f8762204c006ba8c5891e78dc.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8313_JPG_jpg.rf.877306fe90f9deaf5f1c7e89ab91802d.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8228_JPG_jpg.rf.ac3f150b03b55dafc9173f866c2b7c43.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8221_JPG_jpg.rf.22b4ac64f265466fbe0fac06c3fa4f53.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8238_JPG_jpg.rf.c2d675415be941e58cc4e96d698ed8f6.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/2000x1500_15_resized_jpg.rf.e5814f3bc29e50633a4808389ba1584e.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/2000x1500_18_resized_jpg.rf.447c45a87b3c73de6fb14c886fb49417.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8220_JPG_jpg.rf.ee09dbd188acccac78183ce9d03c76cd.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8289_JPG_jpg.rf.e0164724a76df113545a7f3f014834a4.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8313_JPG_jpg.rf.6e554977379b29958043d5e3834de633.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8209_JPG_jpg.rf.6ee512ee1b376d2be87fd5b030ee6dfa.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/2000x1500_15_resized_jpg.rf.92a9bd0af2b72961ac73f2f7575a415b.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_25_resized_jpg.rf.fdb0f6bb778e0c3bd0ce7530996104e3.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8313_JPG_jpg.rf.5d8b1ca596e0a72b5aaad716d5ad7b8c.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8221_JPG_jpg.rf.370d0104397c35a9e736137cabd94b6b.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_24_resized_jpg.rf.bf310aef6402c80502959c4ba52b1a79.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_11_resized_jpg.rf.ba5c7c8d02d0090b7bbbbf08db6854b7.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8221_JPG_jpg.rf.cdd66502a75a6ee5c1987fe6f6e21523.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_18_resized_jpg.rf.a84486efee21f40abd5f161b3254b90a.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/2000x1500_15_resized_jpg.rf.e75c34600c9e4b394fba20bf72ba6f65.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8222_JPG_jpg.rf.7f1bb027500ad6b3d04580c308410996.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8222_JPG_jpg.rf.84f6f9167ea2198e42004d6bc42bc815.jpg,segment drywall seam,1.0,1.0
data/dataset1/valid/images/IMG_8264_JPG_jpg.rf.920d546fda32110b3dd41d9f2ee5e467.jpg,segment joint tape,1.0,1.0
data/dataset1/valid/images/IMG_8254_JPG_jpg.rf.046c340c1908e7fbc238f778d9a860da.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/2000x1500_46_resized_jpg.rf.8e5fe3310d08d7c9e966c42a29600d63.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8324_JPG_jpg.rf.619a03265850b0c6f0fcae9141ceb101.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8222_JPG_jpg.rf.582efc3e2c757cf0638f4e96ed551b26.jpg,segment taping area,1.0,1.0
data/dataset1/valid/images/IMG_8228_JPG_jpg.rf.0488168848fa6fe2963d5d8a648f805c.jpg,segment wall joint,1.0,1.0
data/dataset1/valid/images/IMG_8229_JPG_jpg.rf.19d232fdfc27a7e8444bd21d658ee9fe.jpg,segment taping area,1.0,1.0
